original_sentence,error_sentence,count,label_errors
không những cuộc tấn công vào maikop có thể hợp vây được một nửa lực lượng đức ở bắc kavkaz bị hủy bỏ mà cuộc tấn công theo hướng rostov cũng chậm chạp và không đạt kết quả cuối cùng ,không những cuộc tấn công vào maikop cơ thể hợp vây được một nửa lực lượng đức ở bắc kavkaz bị hủy bỏ mà cuộc tấn công theo hướng rostov cũng chậm chạp và không đạt kết quả cuối cùng ,40,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sự hiệp đồng giữa lục quân và hải quân liên xô ban đầu cũng không chắc chắn và thậm chí có lúc rơi vào tình trạng trống đánh xuôi kèn thổi ngược ,sự hiệp đồng giữa lục quân và hải quân liên xô ban dầu cũng không chắc chắn và thậm chí có lúc rơi vào tình trạng trống đánh xuối kèn thỏi ngược ,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
khi giàn giáo bị sập tất cả công nhân ở phía trên đã bị kéo tuột xuống ,khi dàn giáo bị sập tất cả công nhân ở phía trên đã bị kéo tuột xuống ,17,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nhiều công nhân khác bị sốc nặng bàng hoàng ,nhiều công nhân khác bị sốc nặng boàng hoàng ,9,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
trả lời báo chí bộ trưởng bộ giao thông vận tải hồ nghĩa dũng cho biết thông tin sơ bộ là có dấu hiệu lún giàn giáo ,trả lời báo chí bộ trưởng bộ giao thông vận tải hồ nghĩa dũng cho biết thông tin sơ bộ là có dấu hiệu lún dàn giáo ,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
các báo lao động tuổi trẻ sài gòn giải phóng người lao động cũng đã nhận tiền cứu trợ từ các nhà hảo tâm trên numberic tỷ đồng ,các báo lao động tuổi trẻ sài gòn giải phóng người lao động cũng đã nhận tiền cứu trợ từ các nhà hảo tâm trên numberic tỉ đồng ,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
tổng cộng cả nước đã giúp những nạn nhân tử nạn và bị thương trong vụ sập cầu cần thơ khoảng numberic tỷ đồng tính đến ngày numberic tháng numberic lực lượng cứu hộ nhanh chóng được triển khai từ thành phố cần thơ và tỉnh vĩnh long ,tổng cộng cả nước đã giúp những nạn nhân tử nạn và bị thương trong vụ sập cầu cần thơ khoảng numberic tỉ đồng tính đến ngày numberic tháng numberic lực lượng cứu hộ nhanh chóng được triển khai từ thành phố cần thơ và tỉnh vĩnh long ,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
điều này quy định tội vi phạm quy định về xây dựng gây hậu quả nghiêm trọng với mức phạt tiền từ numberic triệu đến numberic triệu đồng cải tạo không giam giữ numberic năm hoặc phạt tù từ numberic tháng đến numberic năm ,điều này quy định tội vi phạm quy định về xây dựng gây hậu quả nghiêm trọng với mức phạt tiền từ numberic triệu dến numberic triệu đồng cải tạo không giam giữ numberic năm hoặc phạt tù từ numberic tháng đến numberic năm ,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
trước khi đắc cử ông đã giành được tiếng vang với vai trò là một vị tướng của lục quân hoa kỳ và là từng một nghị sĩ phục vụ trong cả hai viện của quốc hội hoa kỳ ,trước khi đắc cử ông đã dành được tiếng vang với vai trò là một vị tướng của lục quân hoa kỳ và là từng một nghị sĩ phục vụ trong cả hai viện của quốc hội hoa kỳ ,39,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ông được sinh ra tại khu định cư waxhaw nằm giữa numberic tiểu bang bắc carolina và nam carolina trong numberic gia đình gốc người scotland và ireland trước khi cuộc cách mạng mỹ bùng nổ ,ông được sinh ra tại khu định cư waxhaw nằm giữa numberic tiểu bang bẳc carolina và nam carolina trong numberic gia đình gốc người scotland và ireland trước khi cuộc cách mạng mỹ bùng nổ ,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jackson trở thành ông chủ nô giàu có của một đồn điền tên là hermitage nơi mà sau này trở thành một trong những danh lam lịch sử quốc gia hoa kỳ ,jackson trờ thành ông chủ nô giàu có của một đồn điền tên là hermitage nơi mà sau này trở thành một trong những danh lam lịch sừ quốc gia hoa kỳ ,32,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
tuy nhiên vì không có ứng cử viên nào giành được đủ số phiếu bầu cử tri để chiến thắng và theo hiến pháp hoa kỳ hạ viện có quyền bầu cử tổng thống ,tuy nhiên vì không có ứng cử viên nào dành được đủ số phiếu bầu cử tri để chiến thắng và theo hiến pháp hoa kỳ hạ viện có quyền bầu cử tổng thống ,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vấn đề chỉ thực sự được giải quyết khi quốc hội hoa kỳ sửa đổi các điều khoản trong việc thu thuế và jackson đe dọa bang nam carolina rằng ông sẽ sử dụng quân đội nếu bang này muốn ly khai ,vấn để chỉ thực sự được giải quyết khi quốc hội hoa kỳ sửa đổi các điều khoản trong việc thu thuế và jackson đe dọa bang nam carolina rằng ông sẽ sử dụng quân đội nếu bang này muốn ly khai ,42,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ngoài ra nhiệm kỳ tổng thống của ông đã đánh dấu sự lên ngôi của hệ thống bảo trợ spoil system trong chính trường hoa kỳ ,ngoài ra nhiệm kỳ tổng thống của ông đã đánh dấu sự lên ngôi của hệ thống bào trợ spoil system trong chính trường hoa kỳ ,26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
ông có khuôn mặt nhỏ góc cạnh với mái tóc đỏ quạnh không hàng không lối tới khi ông trở thành tổng thống thì mái tóc đó đã chuyển qua râm hoàn toàn ,ông có khuông mặt nhỏ góc cạnh với mái tóc đỏ quạnh không hàng không lối tới khi ông trở thành tổng thống thì mái tóc đó đã chuyển qua râm hoàn toàn ,33,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jackson mang trong mình dòng máu của cả người scotland lẫn người ireland ,jackson mang trong mình dòng máu cùa cà người scotland lẫn người ireland ,13,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
ông nội ông hugh jackson là thợ dệt và lái buôn ở carrickfergus một bến cảng ở bờ bắc của belfast lough cách belfast numberic dặm về phía đông bắc ,ông nội ông hugh jackson là thợ dệt và lái buông ở carrickfergus một bến cảng ở bờ bắc của belfast lough cách belfast numberic dặm về phía đông bắc ,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vịt là loài vật rất gần gũi thân thuộc với chúng ta đặc biệt là các hộ nông dân ,vịt là lòai vật rất gần gũi thân thuộc với chúng ta đặc biệt là các hộ nông dân ,19,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nói cách khác vịt là một loài chim nước sống được ở cả vùng nước ngọt lẫn nước mặn có kích thước nhỏ hơn so với hai người bà con của chúng là ngỗng và thiên nga ,nói cách khác vịt là một lòai chim nước sống được ở cả vùng nước ngọt lẫn nước mặn có kích thước nhỏ hơn so với hai người bà con của chúng là ngỗng và thiên nga ,37,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
để an toàn hơn nữa loài vịt có thói quen di trú trước khi bước vào giai đoạn thay lông ,để an tòan hơn nữa lòai vịt có thói quen di trú trước khi bước vào gian đọan thay lông ,20,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
một vài loài vịt sinh sản ở những vùng ôn hòa bắc cực thường di cư số khác ở vùng nhiệt đới cũng có thói quen này tuy nhiên tất cả các loài vịt đều có tập tính này ,một vài lòai vịt sinh sản ở những vùng ôn hòa bắc cực thường di cư số khác ở vùng nhiệt đới cũng có thói quen này tuy nhiên tất cả các lòai vịt đều có tập tính này ,39,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
loài vịt đặc trưng ở australia nơi có những cơn mưa lớn thất thường rất thích đến ở những hồ ao nhỏ để tránh các cơn mưa nặng hạt ,lòai vịt đặc trưng ở australia nơi có những cơn mưa lớn thất thường rất thích đến ở những hồ ao nhỏ để tránh các cơn mưa nặng hạt ,29,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vịt dabbling thường kiếm mồi trên bề mặt nước hoặc những vùng nước mà chúng có thể bắt mồi mà không phải lặn hoàn toàn trong nước ngoài ra trên đất liền cũng là nơi kiếm mồi của chúng ,vịt dabbling thường kiếm mồi trên bề mặt nước hoặc những vùng nước mà chúng có thể bắt mồi mà không phải lặn hòan tòan trong nước ngòai ra trên đất liền cũng là nơi kiếm mồi của chúng ,39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
loài vịt này còn có một tấm sừng nằm trong chiếc mỏ dẹp giúp chúng có thể giữ con mồi và lọc nước ra ngoài ,lòai vịt này còn có một tấm sừng nằm trong chiếc mỏ dẹp giúp chúng có thể giữ con mồi và lọc nước ra ngòai ,25,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
ở nhiều khu vực trên thế giới vịt hoang bao gồm cả loài vịt đồng thoát ra khỏi sự nuôi nhốt thường bị săn bắn giăng bẫy để phục vụ cho con người làm thực phẩm hoặc xuất hiện các môn thể thao giải trí ,ở nhiều khu vực trên thế giới vịt hoang bao gồm cả lòai vịt đồng thóat ra khỏi sự nuôi nhốt thường bị săn bắn giăng bẫy để phục vụ cho con người làm thực phẩm hoặc xuất hiện các môn thể thao giải trí ,46,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ngoài ra vịt còn được dùng để nuôi nhốt như một loài chim kiểng hay phục vụ các màn xiếc trong sở thú ,ngòai ra vịt còn được dùng để nuôi nhốt như một lòai chim kiểng hay phục vụ các màn xiếc trong sở thú ,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hầu hết các loài vịt đều được thuần hóa từ loài anas platyrhynchos ở vùng mallard ngoại trừ vịt muscovy ,hầu hết các lòai vịt đều được thuần hóa từ lòai anas platyrhynchos ở vùng mallard ngoại trừ vịt muscovy ,20,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nhiều loài vịt ngày nay có kích lớn hơn so với thủy tổ của chúng chiều dài từ cổ đến đuôi của chúng vào khoảng numberic inches tức khoảng numberic cm ,nhiều lòai vịt ngày nay có kích lớn hơn so với thủy tổ của chúng chiều dài từ cổ đến đuôi của chúng vào khỏang numberic inches tức khỏang numberic cm ,32,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
về cơ bản hiến pháp đảm bảo các quyền công dân mọi người bình đẳng trước pháp luật ,về cơ bản hiến pháp đảm bào các quyền công dân mọi người bình đẳng trước pháp luật ,18,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ở thị trấn rovaniemi còn có một ngôi làng gọi là làng santa claus cho khách du lịch đến tham quan ,ở thị trấn rovaniemi còn có một ngôi làng gọi là làng santa claus cho khách du lịch đến thăm quan ,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
ngày nay văn học phần lan được san sẻ chung giữa na uy thụy điển phần lan nga và estonia như bộ phận rất quan trọng cấu thành văn hóa mỗi quốc gia ,ngày nay văn học phần lan được san xẻ chung giữa na uy thụy điển phần lan nga và estonia như bộ phận rất quan trọng cấu thành văn hóa mỗi quốc gia ,33,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
các đảo phía tây là đảo núi lửa có núi lửa vẫn còn hoạt động như trên anatahan đảo pagan và agrihan ,các đảo phía tây là đảo núi lửa có núi lửa vẩn còn hoạt động như trên anatahan đảo pagan và agrihan ,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
những phát triển trước đây tạo ra các vùng chứa rác mà cần phải dọn dẹp và nó cũng gây ra ô nhiễm nguồn nước ngầm tại saipan có thể đã mang đến bệnh tật ,những phát triển trước đây tạo ra các vùng chứa rác mà cần phải dọn dẹp và nó cũng gây ra ô nhiểm nguồn nước ngầm tại saipan có thể đã mang đến bệnh tật ,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
anatahan bỗng nhiên phun lửa từ miệng núi lửa phía đông vào ngày numberic tháng numberic năm numberic lúc 5 00 specialw 17 00h ,anatahan bổng nhiên phun lửa từ miệng núi lửa phía đông vào ngày numberic tháng numberic năm numberic lúc 5 00 specialw 17 00h ,22,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
từ lúc đó đến nay nó tiếp tục thay đổi giữa giai đoạn phun và bình lặng ,từ lúc đó đến nay nó tiếp tục thay đổi giửa giai đoạn phun và bình lặng ,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
có ít thay đổi nhiệt độ giữa các mùa mùa khô từ tháng numberic đến tháng numberic và mùa mưa từ tháng numberic đến tháng numberic có thể có bão ,có ít thay đổi nhiệt độ giửa các mùa mùa khô từ tháng numberic đến tháng numberic và mùa mưa từ tháng numberic đến tháng numberic có thể có bão ,30,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sách ghi kỷ lục thế giới guinness guinness book of world records nói rằng saipan có nhiệt độ điều hòa nhất thế giới ,sách ghi kỹ lục thế giới guinness guinness book of world records nói rằng saipan có nhiệt độ đều hòa nhất thế giới ,23,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
sau khi ông gặp mặt người bản thổ và được cho tỉnh dưỡng nghỉ ngơi ăn uống để đổi lại người bản thổ chamorros tự ý lấy một chiếc xuồng nhỏ thuộc đội thuyền của magellan ,sau khi ông gặp mặt người bản thổ và được cho tỉnh dưởng nghỉ ngơi ăn uống để đổi lại người bản thổ chamorros tự ý lấy một chiếc xuồng nhỏ thuộc đội thuyền của magellan ,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
người tây ban nha xây một cung điện hoàng gia tại guam cho thống đốc quần đảo dấu vết của nó vẫn còn thấy vào năm numberic ,người tây ban nha xây một cung điện hoàng gia tại guam cho thống đốc quần đảo dấu vết của nó vẩn còn thấy vào năm numberic ,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
guam là một trạm dừng chân quan trọng từ mexico cho các đội thuyền buồm mang vàng và nhiều đồ quí giá khác giữa philippines và tây ban nha ,guam là một trạm dừng chân quan trọng từ mexico cho các đội thuyền buồm mang vàng và nhiều đồ quí giá khác giửa philippines và tây ban nha ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
mặc dù vậy dân số người chamorro dần dần đột tăng và tiếng chamorro tiếng phi và tiếng caroline trên căn bản vẫn khác biệt trên quần đảo cho đến ngày nay ,mặt dù vậy dân số người chamorro dần dần đột tăng và tiếng chamorro tiếng phi và tiếng caroline trên căn bản vẩn khác biệt trên quần đảo cho đến ngày nay ,32,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
quần đảo mariana là phần cực điểm trong trang cuối cùng của cuộc chiến khi tinian cung cấp điểm xuất phát cho việc dội bom hiroshima ,quần đảo mariana là phần cưc điểm trong trang cuối cùng của cuộc chiến khi tinian cung cấp điểm xuất phát cho việc dội bom hiroshima ,26,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cư dân quần đảo bắc mariana quyết định vào năm numberic là không giành độc lập nhưng thay vì vậy mở một mối liên kết gần gũi với hoa kỳ ,cư dân quần đảo bắc mariana quyết định vào năm numberic là không giành độc lập nhưng thay vì vậy mở một nối liên kết gần gủi với hoa kỳ ,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
tư pháp đứng độc lập khỏi ngành hành pháp và lập pháp ,tư pháp đứng độc lập khỏi nghành hành pháp và lập pháp ,12,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
theo quỹ hành động vì tiến bộ mỹ american progress action fund những kẻ buôn người đem hàng ngàn người đến đó làm việc như các nô lệ tình dục và trong các xưởng may làm việc nặng nhọc trong điều kiện tù túng ,theo quỹ hành động vì tiến bộ mỹ american progress action fund những kẽ buôn người đem hàng ngàn người đến đó làm việc như các nô lệ tình dục và trong các xưởng may làm việc nặng nhọc trong điều kiện tù túng ,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nơi đây quần áo may xong được gắn nhãn hiệu chế tạo tại hoa kỳ và giao hàng cho các thương hiệu chính ,nơi đây quần áo may xong được gắn nhản hiệu chế tạo tại hoa kỳ và giao hàng cho các thương hiệu chính ,23,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
điều này cho phép hàng dệt may có nhãn hiệu chế tạo tại hoa kỳ mà không tuân theo hết những luật lệ lao động của hoa kỳ ,điều này cho phép hàng dệt may có nhản hiệu chế tạo tại hoa kỳ mà không tuân theo hết những luật lệ lao động của hoa kỳ ,28,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
một hệ thống di dân riêng lẻ ngoài tầm kiểm soát của chính phủ hoa kỳ đưa đến kết quả là một số lượng lớn công nhân di cư từ trung hoa đến làm việc trong ngành dệt may của quần đảo ,một hệ thống di dân riêng lẻ ngoài tầm kiểm soát của chính phủ hoa kỳ đưa đến kết quả là một số lượng lớn công nhân di cư từ trung hoa đến làm việc trong nghành dệt may của quần đảo ,42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
tuy nhiên việc bãi bỏ hạn chế hàng nhập cảng từ trung hoa vào hoa kỳ của tổ chức thương mại thế giới đã đặt thương mại của quần đảo dưới áp lực nặng nề đưa đến một số xưởng gần đây phải đóng cửa ,tuy nhiên việc bải bỏ hạn chế hàng nhập cảng từ trung hoa vào hoa kỳ của tổ chức thương mại thế giới đã đặt thương mải của quần đảo dưới áp lực nặng nề đưa đến một số xưởng gần đây phải đóng cửa ,45,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sản xuất nông nghiệp chủ yếu là bột sắn hột bò dừa sa kê cà và dưa hiện hữu nhưng rất có tầm quan trọng kinh tế rất nhỏ ,sản xuất nông nghiệp chủ yếu là bột sắn hột bò dừa sa kê cà và dưa hiện hửu nhưng rất có tầm quan trọng kinh tế rất nhỏ ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
năm numberic dân biểu cộng hòa tom delay gọi thịnh vượng chung quần đảo bắc mariana là a perfect petri dish of capitalism một cái đĩa nuôi tế bào hoàn hảo của chủ nghĩa tư bản ,năm numberic dân biểu cộng hòa tom delay gọi thịnh vượng chung quần đảo bắc mariana là a perfect petri dish of capitalism một cái đỉa nuôi tế bào hoàn hảo của chủ nghĩa tư bản ,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
từ date vấn đề miễn giảm qui định đối với quần đảo bắc mariana bị phanh phui trong những vụ tai tiếng chính trị ở hoa kỳ của dân biểu tom delay và người vận động hành lang jack abramoff ,từ date vấn đề miễn giảm qui định đối với quần đảo bắc mariana bị phanh khui trong những vụ tai tiếng chính trị ở hoa kỳ của dân biểu tom delay và người vận động hành lang jack abramoff ,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
saipan tinian và rớt chỉ có cảng và bến tàu và là các đảo có người sinh sống thường trực ,saipan tinian và rota chỉ có cảng và bến tàu và là các đảo có người sinh sống thường trực ,20,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
trong khi đó các phe phái khác cũng đấu tranh nhằm giành quyền kiểm soát trung quốc trong quá trình chuyển đổi specialw đáng chú ý nhất là đại thuận và đại tây do lý tự thành và trương hiến trung thành lập ,trong khi đó các phe phái khác cũng đấu tranh nhằm dành quyền kiểm soát trung quốc trong quá trình chuyển đổi specialw đáng chú ý nhất là đại thuận và đại tây do lý tự thành và trương hiến trung thành lập ,44,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sách dũng tràng tiểu phẩm của nhà sử học thời nhà minh là chu việt trinh tuyên bố rằng triều đại đầu tiên làm như vậy là nhà nguyên ,sách dũng tràng tiểu phẩm của nhà sừ học thời nhà minh là chu việt trinh tuyên bố rằng triều đại đầu tiên làm như vậy là nhà nguyên ,30,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
khi có nhiều hơn một triều đại cùng dùng một chữ hán làm tên chính thức thường thấy trong lịch sử trung quốc ngoại động từ được các nhà sử học áp dụng lên tên của triều đại để phân biệt giữa các chính quyền có tên tương tự ,khi có nhiều hơn một triều đại cùng dùng một chữ hán làm tên chính thức thường thấy trong lịch sử trung quốc ngoại động từ được các nhà sử học áp dụng lên tên cũa triều đại để phân biệt giữa các chính quyền có tên tương tự ,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ngoại động từ thường được sử dụng là một triều đại có thể được gọi bằng nhiều tên gọi khác nhau trong lịch sử trung quốc mặc dù một số được sử dụng rộng rãi hơn ,ngoại động từ thường được sử dụng là một triều đại có thể được gọi bằng nhiều tện gọi khác nhau trong lịch sử trung quốc mặc dù một số được sử dụng rộng rãi hơn ,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
